Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,addPropertyChangeListener,add:property:change:listener
mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,getSpine,get:spine
mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,addPropertyChangeListener,add:property:change:listener
mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,getStringShape,get:string:shape
mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,setPosition,set:position,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,mp.bridgeSceneFigures.Body,body,@Comp301Tags.AVATAR,comp:tags:avatar,constructBody,construct:body
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setTracerShowInfo,set:tracer:show:info
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setBufferTracedMessages,set:buffer:traced:messages
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxPrintedTraces,set:max:printed:traces
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxTraces,set:max:traces
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,grader.basics.execution.BasicProjectExecution,basic:project:execution,grader.basics.execution.BasicProjectExecution,basic:project:execution,setProcessTimeOut,set:process:time:out
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,gradingTools.comp301ss21.assignment3.SS21Assignment3Suite,assignment:suite,gradingTools.comp301ss21.assignment3.SS21Assignment3Suite,assignment:suite,setRunNewPaintListenerTest,set:run:new:paint:listener:test
mp.table.Grader,grader,Grader,grader,main,main,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar,gradingTools.comp301ss21.assignment3.SS21Assignment3Suite,assignment:suite,gradingTools.comp301ss21.assignment3.SS21Assignment3Suite,assignment:suite,main,main
mp.bridgeSceneFigures.ABridgeScenePainter,a:bridge:scene:painter,@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:observable:bridge:scene:painter,addPaintListener,add:paint:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR:Component:@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar:component:comp:tags:observable:bridge:scene:painter,java.util.ArrayList,array:list,java.util.ArrayList,array:list,add,add
mp.bridgeSceneFigures.ABridgeScenePainter,a:bridge:scene:painter,@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:observable:bridge:scene:painter,addPaintListener,add:paint:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR:Component:@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar:component:comp:tags:observable:bridge:scene:painter,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
mp.bridgeSceneFigures.ABridgeScenePainter,a:bridge:scene:painter,@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:observable:bridge:scene:painter,addPaintListener,add:paint:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.ANGLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:@Comp301Tags.BOUNDED_SHAPE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.TABLE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE_CONTROLLER:MouseListener:EventListener:KeyListener:@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.ROTATING_LINE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.AVATAR:Component:@Comp301Tags.OBSERVABLE_BRIDGE_SCENE_PAINTER,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:angle:comp:tags:locatable:property:listener:comp:tags:bounded:shape:comp:tags:locatable:comp:tags:bounded:shape:comp:tags:locatable:property:listener:comp:tags:table:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:controller:mouse:listener:event:listener:key:listener:comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:rotating:line:comp:tags:locatable:property:listener:comp:tags:avatar:component:comp:tags:observable:bridge:scene:painter,java.awt.Component,component,java.awt.Component,component,repaint,repaint
